loan_granted,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number
0,0,1,1,6100,0.93,525,2687,0,0,48,1
0,1,-1,-1,4800,0.62,219,5685,0,0,53,2
1,0,1,0,7300,0.86,527,5908,1,28600,40,1
0,0,1,0,1600,1.08,1802,3150,0,0,59,3
1,1,-1,-1,4500,0.62,2349,2595,1,40500,43,1
1,0,1,0,6000,0.61,560,6650,1,12200,25,1
1,1,-1,-1,6300,0.74,3818,1954,1,22400,40,4
1,1,-1,-1,1400,0.52,1423,1571,1,25800,24,3
1,0,1,0,5200,0.82,2360,7703,1,34400,54,2
0,1,-1,-1,4900,0.6,784,3005,0,0,49,4
1,1,-1,-1,5400,0.33,1389,3674,1,40500,51,6
1,1,-1,-1,5300,0.94,660,3100,1,35800,49,2
0,0,1,1,2000,0.59,1123,1784,1,26500,31,8
0,0,0,0,7600,0.8,607,2757,1,41900,65,3
0,1,-1,-1,4500,0.41,896,1801,0,0,63,3
1,0,0,0,4600,0.67,4273,2409,1,14000,66,1
1,0,1,0,2600,0.86,717,2826,1,24200,28,2
0,0,1,0,0,-1,1535,766,1,31300,30,8
1,0,0,0,5400,0.67,879,12425,1,28100,72,1
0,0,1,0,5100,0.64,4022,1346,1,39000,39,1
0,1,-1,-1,3200,0.78,1012,1936,0,0,54,8
1,0,1,0,1900,0.85,612,7633,1,20000,27,4
0,0,1,1,5300,0.83,1464,2844,0,0,18,8
0,1,-1,-1,5000,0.59,520,1858,0,0,42,2
0,0,1,1,4100,0.79,1054,3069,0,0,52,3
0,1,-1,-1,5600,0.86,1648,2338,0,0,51,3
0,0,1,1,0,-1,1439,2651,0,0,53,1
0,1,-1,-1,3200,0.86,640,2582,0,0,21,1
1,0,0,0,6800,0.38,4412,5391,1,29300,60,2
0,1,-1,-1,5400,0.37,368,1835,1,16100,67,1
1,1,-1,-1,4100,0.61,899,4716,1,37700,59,8
1,1,-1,-1,1800,0.61,801,3353,1,19900,47,2
0,1,-1,-1,0,-1,956,5349,1,16000,53,8
0,1,-1,-1,5600,0.75,1343,2482,1,59400,46,1
0,1,-1,-1,5800,0.95,706,2471,0,0,49,3
1,1,-1,-1,2000,0.92,1041,1885,1,37600,58,0
0,0,1,1,5100,0.59,1142,2732,0,0,56,3
0,1,-1,-1,8500,0.37,5379,5360,0,0,47,8
0,0,1,1,2300,0.79,1371,2245,0,0,55,5
1,1,-1,-1,5300,0.48,1505,7529,1,50200,48,5
0,1,-1,-1,3400,0.97,1738,1690,0,0,40,3
0,0,1,1,5500,0.64,2702,3911,0,0,52,8
0,0,1,1,6000,0.61,985,3326,1,29600,39,1
1,0,1,0,900,0.96,1413,1434,0,0,50,2
1,0,1,0,4100,0.84,2940,5216,1,32400,48,0
1,1,-1,-1,2000,0.64,4956,944,1,61700,29,3
1,0,1,1,7500,0.76,663,4271,1,51000,48,8
0,1,-1,-1,2200,1.04,1029,2419,1,21300,53,8
1,0,1,1,0,-1,1406,1756,0,0,57,2
0,1,-1,-1,5200,0.45,4626,4329,0,0,43,6
1,1,-1,-1,4800,0.98,1254,2914,1,28600,25,8
0,1,-1,-1,7800,0.43,1224,2799,1,36600,20,3
0,1,-1,-1,6800,0.31,4038,3222,1,37300,60,1
0,1,-1,-1,3700,0.7,1002,2636,0,0,23,4
0,0,1,0,5400,0.52,2498,2040,1,6200,41,5
0,0,1,1,2700,0.63,195,1911,0,0,59,1
0,1,-1,-1,0,-1,1501,1854,1,32900,23,1
0,0,1,1,4100,1.02,2866,3298,1,47500,54,8
0,0,1,0,9900,1.07,1401,545,1,36400,39,4
1,1,-1,-1,4900,0.37,345,5879,1,41700,53,4
0,0,1,1,4200,0.81,893,2300,0,0,29,2
0,1,-1,-1,6100,0.53,956,2848,0,0,35,2
0,1,-1,-1,5600,0.86,1095,3426,0,0,55,4
0,1,-1,-1,0,-1,302,2037,0,0,39,3
0,1,-1,-1,1300,0.65,1190,1,0,0,30,4
0,0,1,1,0,-1,588,602,1,22800,47,6
1,1,-1,-1,0,-1,1151,2434,0,0,20,1
1,1,-1,-1,6300,0.62,3451,3175,1,58900,46,5
0,1,-1,-1,6000,0.83,499,1736,0,0,35,6
1,1,-1,-1,2100,0.31,3797,3006,1,48700,58,1
1,1,-1,-1,6400,0.8,771,2112,1,32600,39,2
1,0,1,0,2300,0.72,965,3122,1,21200,33,5
0,0,1,0,3900,0.58,1219,1362,0,0,65,0
0,1,-1,-1,0,-1,999,2177,1,10100,24,8
0,0,1,0,2800,0.53,1707,1676,0,0,47,3
0,1,-1,-1,5800,0.81,552,4295,1,17900,62,3
0,1,-1,-1,0,-1,646,2059,1,17500,33,8
0,0,1,0,4700,0.56,930,2461,1,54600,48,2
0,1,-1,-1,2700,1.02,1305,1742,0,0,31,8
0,0,1,0,2900,0.44,612,2436,1,31900,50,8
1,0,1,0,3900,0.27,1584,4641,1,10400,58,8
0,0,1,1,3700,0.98,1444,1775,0,0,50,8
1,1,-1,-1,7400,0.61,2340,5563,1,48300,25,8
0,1,-1,-1,4200,0.91,2273,2930,1,57800,34,1
0,1,-1,-1,4500,0.71,2965,5679,1,22500,25,7
1,0,1,1,5100,0.69,3231,2136,1,39200,67,3
0,0,1,0,6000,0.89,1981,5720,1,53500,58,8
0,0,1,0,3500,0.87,780,2295,0,0,51,4
0,1,-1,-1,3500,0.46,749,1199,1,29000,43,2
1,0,1,0,4800,0.77,1635,1702,1,59400,34,8
1,1,-1,-1,4200,0.76,910,1993,1,23500,46,4
0,0,1,0,4800,0.52,1505,1952,0,0,58,3
1,1,-1,-1,6000,0.86,556,1583,1,28800,76,3
1,0,1,0,2000,0.78,1372,8508,1,66000,48,1
0,1,-1,-1,5200,1.02,2766,7103,1,36700,52,1
0,0,1,0,3800,1,3448,5458,1,27900,48,4
0,1,-1,-1,5300,0.87,2359,2187,0,0,48,1
0,0,1,0,3400,0.65,2818,4821,0,0,41,3
0,1,-1,-1,2800,0.84,876,2653,0,0,58,3
0,0,1,1,4600,0.77,929,3074,0,0,74,8
0,1,-1,-1,5600,0.84,120,1282,0,0,39,4
1,1,-1,-1,6900,0.38,5145,1955,1,24300,50,1
1,0,1,0,1200,0.59,803,2919,1,12800,44,1
1,0,0,1,4500,0.84,1012,4776,1,27400,31,3
0,1,-1,-1,0,-1,249,1380,0,0,57,4
1,0,1,0,4700,0.55,1556,4087,1,21800,69,8
0,0,1,0,6000,1.07,3540,2273,1,51700,37,4
0,0,1,0,2400,0.64,1666,5472,1,20300,40,8
0,0,1,1,4600,1.06,1275,3812,1,34000,36,2
0,1,-1,-1,6100,0.87,2526,4834,1,27200,29,3
1,1,-1,-1,5400,0.53,365,2282,1,38200,25,7
1,0,1,0,3500,0.91,1006,2440,1,49900,19,8
1,0,1,1,5100,0.65,3459,248,1,45800,23,1
0,1,-1,-1,3000,0.47,895,2616,0,0,35,6
1,1,-1,-1,4700,0.88,390,21,1,31100,22,3
1,1,-1,-1,6700,0.32,2606,2841,1,47300,39,8
0,0,1,0,0,-1,786,2013,1,16700,21,5
0,0,0,1,5100,0.74,408,1777,0,0,77,3
0,1,-1,-1,2000,0.63,1823,2158,1,22900,36,2
0,1,-1,-1,3300,0.93,1408,9091,1,45900,41,2
0,1,-1,-1,6800,1.03,390,6054,1,9400,52,6
1,0,1,0,7400,0.65,124,5902,1,32000,29,3
0,0,1,0,7000,0.64,3994,1784,1,40000,19,1
0,0,1,1,3300,0.89,1781,752,1,4800,29,8
0,1,-1,-1,2000,1.07,790,4466,0,0,19,1
0,0,1,0,5100,0.6,2402,2622,1,47700,55,6
0,1,-1,-1,2900,0.68,490,2029,0,0,42,2
1,1,-1,-1,1900,0.85,602,3646,1,15800,20,2
1,0,0,0,5600,0.94,666,3037,1,38900,23,4
0,0,1,0,2400,0.77,1679,1096,0,0,45,2
1,0,1,1,3300,0.71,761,2643,1,9900,47,6
0,0,1,0,2900,0.86,1203,1310,0,0,62,1
0,1,-1,-1,6200,0.91,676,2164,0,0,32,7
1,0,0,0,2900,0.73,1312,2929,1,17700,64,1
1,0,1,0,3900,0.51,5895,6114,1,17900,55,1
1,1,-1,-1,4100,0.9,1620,1566,1,19200,48,7
0,0,1,1,0,-1,507,1854,0,0,47,1
1,0,1,1,3500,0.9,805,2176,1,20000,28,2
1,1,-1,-1,4500,0.94,1489,4713,1,55000,54,1
1,1,-1,-1,8700,0.91,2178,6706,1,31800,34,1
1,1,-1,-1,4100,0.64,2878,5141,1,10300,34,3
0,1,-1,-1,4400,1.02,101,4101,1,20600,39,6
1,1,-1,-1,3600,0.57,1057,4676,0,0,56,8
1,0,1,0,4000,0.49,4501,1693,1,30300,42,1
1,0,1,0,5000,0.44,968,2346,1,41700,31,3
1,0,1,0,6900,0.81,2578,686,1,38600,42,8
0,1,-1,-1,4400,0.47,41,1970,0,0,62,4
1,1,-1,-1,6200,0.38,1170,3463,1,28500,36,3
1,0,1,1,2600,0.71,901,2905,1,28400,50,8
1,1,-1,-1,2700,0.9,62,6861,1,38700,55,3
0,1,-1,-1,2300,0.88,938,3707,0,0,43,1
0,1,-1,-1,7500,0.73,1293,2075,0,0,39,8
0,0,1,1,6500,0.61,2355,5812,0,0,51,1
0,1,-1,-1,3900,0.79,371,2344,1,27800,52,4
0,0,1,1,2400,0.66,957,1950,1,18600,30,4
0,1,-1,-1,2700,0.67,176,2326,1,38400,21,3
0,1,-1,-1,6200,0.53,3359,2821,0,0,49,8
0,1,-1,-1,7200,1.05,968,661,0,0,26,1
0,0,1,1,4400,0.94,1228,2855,0,0,48,4
1,1,-1,-1,4100,0.89,3612,4227,1,27500,41,1
1,0,0,0,3200,0.53,1758,3734,1,12700,53,1
0,0,1,1,4200,0.86,600,3895,0,0,49,5
1,1,-1,-1,800,0.83,1416,3633,1,39700,25,5
1,1,-1,-1,5700,0.4,4151,4434,1,24800,29,2
0,1,-1,-1,3100,0.51,918,2716,1,12900,18,3
1,0,1,1,600,0.87,1597,976,1,18200,31,4
1,0,0,1,4800,0.39,5645,1094,1,46200,36,1
0,1,-1,-1,4100,0.54,1017,1854,1,30000,56,3
1,1,-1,-1,2100,0.49,374,1088,1,27400,27,3
0,1,-1,-1,4200,0.81,976,2889,0,0,54,2
1,0,1,0,5500,0.59,1617,4697,1,26400,72,1
0,1,-1,-1,3600,0.93,326,2123,0,0,38,8
1,1,-1,-1,4400,0.89,2841,3530,1,56200,22,2
0,0,1,1,2300,0.91,1351,2520,0,0,43,8
0,1,-1,-1,6100,0.75,1724,5575,0,0,22,2
0,0,1,1,5300,0.88,2064,2972,0,0,28,8
1,1,-1,-1,3400,0.82,3328,7784,1,26200,21,7
1,1,-1,-1,3100,0.74,1073,8119,1,56500,21,8
0,1,-1,-1,5300,0.96,1358,4261,0,0,40,1
0,1,-1,-1,3200,1.01,874,709,1,18700,20,1
0,1,-1,-1,5900,0.65,2547,2121,0,0,60,2
1,1,-1,-1,4400,0.77,2430,6010,1,49500,35,3
0,0,1,1,2100,0.84,1266,1345,1,7200,51,3
1,1,-1,-1,5400,0.89,1524,3482,0,0,45,0
1,1,-1,-1,2700,0.59,1371,2005,1,17200,54,1
1,1,-1,-1,6500,0.83,1263,2496,1,32200,44,4
0,0,1,0,4400,1.05,544,1587,0,0,31,1
1,1,-1,-1,2400,0.66,4914,4861,1,12600,36,8
1,1,-1,-1,4400,0.94,2040,2013,1,31900,25,1
1,1,-1,-1,4900,0.67,977,5894,1,18200,50,2
1,1,-1,-1,2400,0.7,7245,3671,1,39500,43,4
0,1,-1,-1,6600,0.96,2773,3422,1,50900,56,3
1,1,-1,-1,4800,0.52,1594,1992,1,25900,41,2
1,1,-1,-1,7000,0.74,3412,3147,1,39100,66,0
0,1,-1,-1,6600,0.59,239,3233,1,28000,63,4
0,1,-1,-1,2300,0.66,616,2507,0,0,44,7
0,1,-1,-1,7500,0.6,812,2809,0,0,31,4
1,1,-1,-1,4000,0.69,2718,6778,1,28200,47,4
1,1,-1,-1,4600,0.58,5540,5885,1,42600,29,7
1,0,1,0,5000,0.69,3231,3431,1,15500,37,1
1,1,-1,-1,4400,0.57,2730,1064,1,42400,34,8
1,0,1,0,4100,0.77,890,5363,1,47300,36,1
0,1,-1,-1,0,-1,1462,2922,0,0,25,1
0,0,1,0,2500,0.64,598,5870,1,300,39,7
0,1,-1,-1,4800,0.84,1513,2830,1,31900,41,3
1,0,1,0,5700,0.65,6181,4488,1,10800,40,2
1,1,-1,-1,3800,0.41,4125,5269,1,39000,51,8
0,1,-1,-1,2300,0.72,1903,824,1,54500,49,8
1,1,-1,-1,6000,0.88,1675,2459,1,13600,67,1
0,0,1,0,5100,0.85,857,3244,0,0,34,2
1,0,1,0,7000,0.81,4277,4328,1,5200,60,0
0,0,1,0,0,-1,843,3243,1,4900,30,8
0,1,-1,-1,3900,0.72,1913,381,0,0,60,1
0,0,0,1,2800,0.75,1636,1406,0,0,41,3
1,1,-1,-1,1800,0.52,770,3372,1,54100,30,1
1,0,1,0,7000,0.83,1548,1062,1,700,39,1
0,0,1,1,5900,0.85,1201,1116,0,0,51,2
1,0,1,1,4900,0.7,824,1771,1,9000,46,8
1,0,1,1,0,-1,222,1259,1,43500,35,3
0,0,1,0,5300,1.08,1098,901,0,0,32,1
0,1,-1,-1,7300,0.71,2374,2812,0,0,39,5
1,1,-1,-1,3300,0.98,718,2579,1,10100,63,8
1,1,-1,-1,4700,0.93,5395,2519,1,33300,36,5
0,1,-1,-1,7100,0.54,475,5722,1,35700,21,2
0,0,1,0,3700,0.94,238,2628,0,0,26,8
0,1,-1,-1,6200,0.63,2342,5746,1,12900,41,5
0,1,-1,-1,1400,1.09,971,1968,0,0,18,0
1,1,-1,-1,3500,0.94,1022,3261,1,42800,59,3
0,0,1,0,5100,0.59,2248,977,1,11300,37,8
0,0,1,0,3700,0.89,3552,3373,1,32200,47,8
1,1,-1,-1,5400,0.65,1835,461,1,42800,36,8
0,1,-1,-1,5000,0.78,6342,6577,1,34100,24,3
1,1,-1,-1,3700,0.62,2308,4378,1,45900,35,3
0,0,1,1,3700,0.53,767,1327,1,36000,75,4
1,1,-1,-1,800,0.65,1616,1825,1,24200,46,2
0,1,-1,-1,3900,0.84,841,118,0,0,59,1
1,1,-1,-1,6400,0.56,4979,607,1,31200,56,1
1,1,-1,-1,4300,0.56,922,3383,1,39300,32,7
1,0,1,0,5000,0.78,1062,844,1,18100,50,2
1,0,1,0,1600,0.67,4098,2596,1,22800,43,1
1,1,-1,-1,3600,0.68,3168,3982,1,55400,35,1
0,1,-1,-1,3300,0.65,1070,150,0,0,37,8
0,1,-1,-1,4400,0.73,2412,2315,1,21100,64,1
0,1,-1,-1,6800,1.04,2003,4516,1,13100,46,2
1,1,-1,-1,1700,1.05,1476,1542,0,0,37,8
0,1,-1,-1,2800,0.39,652,2117,0,0,40,5
1,1,-1,-1,2200,0.88,2813,3775,1,24600,53,8
1,1,-1,-1,7800,0.67,156,4812,1,5300,51,1
1,0,1,0,2400,0.73,3868,2805,1,25300,50,1
0,1,-1,-1,4400,0.84,1564,1322,0,0,55,2
0,1,-1,-1,6000,0.74,931,1323,1,31400,57,8
0,1,-1,-1,2800,1.05,270,1180,0,0,21,8
1,1,-1,-1,4800,0.86,1178,2403,1,2900,58,2
0,0,1,1,3300,0.86,618,3983,0,0,46,4
0,0,1,0,3200,0.59,960,3725,1,28000,50,6
1,0,1,1,5600,1,4309,4514,1,28300,50,7
1,1,-1,-1,1500,0.53,1459,2042,1,40200,30,3
0,0,1,1,7700,0.74,2646,2023,1,15200,38,2
0,1,-1,-1,2500,0.86,2812,3258,1,47200,44,3
0,1,-1,-1,3100,0.67,1287,763,0,0,49,4
0,1,-1,-1,5600,0.76,1952,2324,1,15000,25,2
0,1,-1,-1,8200,1.08,2870,3804,1,31100,44,8
0,1,-1,-1,6900,0.94,2211,3254,1,47200,23,5
0,1,-1,-1,4700,0.23,648,3285,0,0,45,6
0,1,-1,-1,2700,0.96,1181,3775,0,0,41,4
0,0,1,0,4500,0.7,763,1009,1,14200,42,6
0,0,1,0,3600,0.79,512,2412,0,0,37,4
1,1,-1,-1,3300,0.9,893,1997,1,22100,46,1
0,0,1,0,1700,0.71,292,948,0,0,57,4
1,0,0,0,7000,0.84,1267,1629,1,45000,51,2
1,1,-1,-1,3800,0.99,5755,1695,1,36900,51,8
1,1,-1,-1,4200,0.94,2411,271,1,50200,22,6
0,1,-1,-1,3600,0.71,939,3226,1,31800,63,8
1,1,-1,-1,4800,0.8,1117,1264,1,23800,34,1
0,1,-1,-1,7400,0.87,1938,620,1,38300,33,5
0,0,0,1,0,-1,1415,1496,1,40200,44,8
0,0,1,1,2600,1.05,2069,2951,0,0,55,1
1,1,-1,-1,3600,0.37,1912,6613,1,41800,52,1
0,1,-1,-1,3400,0.79,1299,901,0,0,25,7
1,1,-1,-1,5000,0.78,2301,4228,1,54100,57,2
1,0,1,1,3500,0.7,1510,5943,1,41800,48,4
0,1,-1,-1,1400,0.37,517,2158,0,0,30,8
0,1,-1,-1,0,-1,5084,5298,1,24100,29,3
1,1,-1,-1,3300,0.89,545,1035,1,16700,55,7
1,0,0,0,5300,0.9,6026,7473,1,49400,35,3
0,1,-1,-1,4900,0.78,2135,2221,0,0,53,2
1,0,0,0,5300,0.7,4519,2197,1,43200,28,1
1,1,-1,-1,2500,0.98,27,2780,1,24400,62,4
1,0,1,0,2500,0.86,835,2531,1,15600,41,5
0,0,1,0,3900,0.85,1859,442,1,17100,36,2
0,0,0,0,7800,0.83,1791,966,1,38900,56,8
0,1,-1,-1,5000,0.86,1494,1862,0,0,37,3
1,0,1,0,2700,0.83,1241,1350,0,0,60,1
0,1,-1,-1,5900,0.61,1807,8978,1,32500,56,4
0,1,-1,-1,3900,0.47,3286,7513,1,54000,32,3
0,0,1,0,2600,0.84,694,1721,0,0,35,3
0,0,1,1,2200,0.96,903,2053,0,0,58,1
1,1,-1,-1,6200,0.5,459,5895,1,41300,51,0
1,1,-1,-1,4800,0.59,1037,1638,1,41800,30,3
0,0,1,0,5700,0.64,5400,4654,0,0,44,2
1,0,1,0,5200,0.64,1525,3051,1,35000,24,2
0,0,1,1,4900,0.77,89,1508,0,0,43,8
0,0,1,0,6400,0.69,1790,1562,1,34100,45,4
0,1,-1,-1,3700,0.63,848,1843,0,0,58,3
0,1,-1,-1,3800,0.93,1140,316,1,58200,38,3
0,1,-1,-1,4600,0.6,1305,424,1,13500,49,1
0,1,-1,-1,900,0.72,649,3777,0,0,59,1
0,0,1,1,3400,0.83,1416,1648,0,0,21,8
1,0,1,1,4400,0.86,1508,3349,1,11300,19,3
0,0,1,1,1400,0.83,921,2033,1,33900,31,1
1,1,-1,-1,5800,0.3,3799,2648,1,39600,25,3
0,0,1,1,7400,0.81,2656,1686,1,26200,49,8
0,1,-1,-1,4700,0.95,1940,1704,0,0,22,3
0,0,1,0,2600,0.89,428,4041,0,0,39,1
0,0,1,0,5300,0.53,3292,4441,1,38900,65,2
0,1,-1,-1,0,-1,676,1608,1,29200,36,8
1,1,-1,-1,2900,0.92,1261,2577,1,7600,35,3
0,0,1,0,4600,0.4,1914,4408,1,35600,54,8
0,0,1,1,7000,0.91,987,2493,1,25200,39,2
1,1,-1,-1,6800,0.95,4742,6465,1,46800,50,1
1,0,1,1,3400,0.44,518,5064,1,24700,24,4
0,1,-1,-1,0,-1,942,887,1,21000,58,6
1,0,1,0,1700,0.9,2567,4689,1,34100,41,2
0,0,1,0,0,-1,4429,3260,0,0,26,4
1,0,1,1,2000,0.78,615,636,0,0,36,8
1,1,-1,-1,3300,0.94,1089,3581,1,31300,32,7
0,0,1,0,7100,0.69,1323,7180,1,46700,39,2
0,0,1,1,4900,0.64,1286,2688,0,0,36,4
1,1,-1,-1,2500,0.98,273,2218,1,29400,42,8
0,1,-1,-1,3600,0.78,391,1023,0,0,38,3
0,0,1,0,2700,0.7,710,2289,1,25600,30,2
1,0,1,1,3100,0.64,554,2620,1,37700,19,2
0,0,1,0,4800,0.67,1919,2918,1,41500,26,4
0,1,-1,-1,4100,0.65,1003,980,0,0,38,5
0,0,0,0,500,0.6,1135,2011,1,30100,23,4
0,1,-1,-1,5700,0.82,1051,1969,0,0,42,3
1,1,-1,-1,1100,0.91,641,1872,1,33600,58,4
1,0,1,1,1400,0.65,2315,2067,1,11400,22,8
0,1,-1,-1,8300,0.7,2368,2988,0,0,19,6
0,0,1,0,3700,0.75,952,2873,0,0,52,3
0,0,0,1,7200,0.5,859,2914,0,0,39,2
0,1,-1,-1,3200,0.94,1172,1007,0,0,42,8
1,1,-1,-1,4300,0.86,1562,4569,1,22900,21,3
0,1,-1,-1,2100,0.92,158,555,0,0,29,2
1,0,1,0,6300,0.77,637,1831,0,0,20,2
0,1,-1,-1,7600,1.07,185,1539,0,0,64,8
0,0,1,0,4500,0.66,2977,6729,1,53200,31,2
1,1,-1,-1,5800,0.43,3580,2909,1,20000,38,1
1,1,-1,-1,4000,0.55,1101,2216,1,26900,44,8
0,0,1,0,5000,0.72,1444,864,0,0,26,5
0,0,1,0,4900,0.82,4135,5756,1,17400,38,5
1,1,-1,-1,9100,0.81,1662,3147,1,52900,26,8
1,1,-1,-1,4800,0.56,809,1486,1,30500,28,3
0,0,1,0,7800,0.82,271,2656,1,28100,31,8
0,0,1,1,0,-1,1240,2719,1,22600,64,1
0,0,0,1,4400,0.93,583,2211,0,0,37,8
1,1,-1,-1,1400,0.59,3971,5345,1,24700,39,8
1,1,-1,-1,5000,1.01,1402,2635,0,0,42,4
0,1,-1,-1,3800,1.03,1058,2103,1,27100,23,1
1,0,1,1,6700,0.66,269,1473,1,22100,26,8
0,1,-1,-1,3500,0.71,785,4907,0,0,45,1
0,0,1,0,5600,0.88,879,3877,0,0,41,2
0,1,-1,-1,2000,0.83,1093,2742,0,0,25,3
0,0,1,1,1800,0.78,56,2234,0,0,29,1
0,0,1,1,700,0.56,1089,1204,0,0,43,2
1,1,-1,-1,3000,0.68,1175,2168,1,26900,50,5
1,1,-1,-1,2000,0.97,2505,1824,1,35300,41,4
1,0,1,0,3500,0.71,8055,8198,1,17200,32,3
0,1,-1,-1,1800,0.77,1196,2166,0,0,43,3
0,1,-1,-1,5500,0.7,590,1862,0,0,37,6
1,0,1,0,6200,0.48,4236,1881,1,34300,33,3
0,0,1,1,0,-1,1465,2799,1,16400,30,2
0,0,1,0,5500,1.02,924,3316,1,12700,36,1
0,0,1,1,3800,0.57,2001,2919,0,0,20,2
1,1,-1,-1,7100,0.31,5626,5600,1,30400,51,3
1,1,-1,-1,2300,0.77,1423,2311,1,9100,57,1
1,1,-1,-1,4200,0.5,2102,1541,1,50300,58,3
0,0,1,0,2900,0.46,2281,6615,1,16100,55,5
1,1,-1,-1,4700,0.32,4441,7308,1,40800,49,2
0,0,1,0,5000,0.89,1745,3411,1,14000,64,7
1,0,1,0,5100,0.9,2014,5052,1,36300,47,1
1,0,1,0,5800,0.75,3325,2469,1,22200,28,2
1,1,-1,-1,5300,0.76,1936,62,1,25000,41,8
1,0,1,0,2700,0.86,167,495,1,23700,56,3
0,0,1,1,2600,0.42,1165,3418,0,0,37,1
0,1,-1,-1,4800,0.4,2607,8884,1,28800,66,1
0,0,1,1,5300,0.54,782,126,0,0,31,3
1,0,1,1,4600,0.81,1221,2525,1,28800,52,4
0,0,1,0,2000,0.48,2162,3825,0,0,47,8
0,1,-1,-1,5700,0.87,2467,4301,1,17800,63,4
0,1,-1,-1,1400,0.91,1303,1646,0,0,54,3
0,0,1,1,0,-1,1456,2739,0,0,39,3
1,0,1,0,1400,0.59,566,1964,1,31100,61,5
1,1,-1,-1,12000,0.72,1352,1510,1,47900,58,4
1,1,-1,-1,3200,0.53,1538,1530,1,14900,58,3
0,0,0,1,5200,1.01,1765,2483,1,25400,46,8
0,1,-1,-1,3900,0.7,1205,1154,1,8300,43,1
1,0,1,0,7600,0.77,2163,7232,1,57600,61,4
0,0,1,0,3100,0.94,1366,1111,0,0,51,3
1,1,-1,-1,6800,0.59,886,138,1,13800,40,8
0,1,-1,-1,5000,0.91,1025,2180,1,29300,38,8
1,1,-1,-1,6300,0.84,1108,5387,1,53300,38,1
1,0,1,0,2400,0.82,483,2751,1,31700,34,5
0,1,-1,-1,1900,0.66,1248,2531,1,19100,70,1
0,1,-1,-1,2900,0.87,749,1320,1,22400,64,4
1,0,1,0,1100,0.96,847,1660,0,0,22,0
1,1,-1,-1,1900,0.91,1492,828,1,19100,57,1
0,1,-1,-1,0,-1,1095,3355,1,30200,30,6
1,0,1,0,5400,0.86,301,6356,1,9900,33,3
0,1,-1,-1,0,-1,1043,1628,1,28000,37,2
1,0,1,0,7000,0.72,311,6675,1,18300,42,2
1,1,-1,-1,6000,0.67,3915,6331,1,59300,38,0
1,0,1,0,6200,0.05,729,6357,1,45700,66,8
1,1,-1,-1,3700,0.5,1870,6262,1,43300,21,4
0,1,-1,-1,5400,0.71,4352,2379,0,0,20,2
1,0,1,0,700,0.63,590,837,1,53000,41,5
1,0,1,0,6000,0.48,4320,1323,1,29800,40,4
0,1,-1,-1,2300,0.7,1040,1739,1,25600,18,2
1,0,1,1,6900,0.94,1728,2669,1,13400,20,0
0,1,-1,-1,4700,0.82,796,2779,0,0,58,2
0,0,0,0,6100,0.89,898,2512,0,0,49,6
1,1,-1,-1,4700,0.74,6052,3446,1,46900,25,5
1,0,1,0,4700,0.53,276,7645,1,23600,50,1
0,1,-1,-1,2300,0.75,974,1891,0,0,35,8
1,1,-1,-1,4300,0.83,855,765,1,25000,33,3
1,1,-1,-1,5200,0.55,1204,2657,1,39600,35,2
1,1,-1,-1,4700,0.82,1560,98,1,22100,52,2
1,1,-1,-1,3000,0.75,1240,1732,0,0,38,8
1,1,-1,-1,5000,0.5,425,8722,1,13600,75,2
0,1,-1,-1,6400,0.69,1552,4206,1,57400,23,3
0,0,1,0,0,-1,965,1416,0,0,31,2
0,1,-1,-1,4800,0.75,1232,3037,1,29500,18,8
0,1,-1,-1,3400,0.85,1097,3350,1,21600,36,5
0,1,-1,-1,3400,0.5,1344,1724,0,0,46,8
1,0,1,0,1500,0.87,1662,1577,1,26700,40,8
1,0,1,0,3900,0.56,2136,1614,1,43900,45,8
1,1,-1,-1,4000,0.69,1051,2351,1,23900,63,2
0,1,-1,-1,5600,1.06,1395,391,0,0,39,8
0,0,1,0,7700,0.22,3046,6074,1,29700,43,4
0,0,1,0,7400,0.55,1993,3555,1,38100,33,3
1,1,-1,-1,3400,0.57,2508,2020,1,33900,57,2
0,0,1,0,7600,1.03,2127,1764,0,0,43,8
0,0,1,1,2000,0.67,291,2438,0,0,36,8
1,0,1,1,2900,0.66,1199,2556,1,23100,19,3
0,1,-1,-1,2000,0.53,1151,1870,0,0,37,6
1,0,1,0,10300,0.67,6632,3472,1,14900,37,1
1,1,-1,-1,4000,0.66,1178,2840,1,35200,60,4
1,1,-1,-1,1400,0.88,1133,1079,1,9600,32,2
1,1,-1,-1,4000,0.68,1406,1343,1,11800,35,7
0,1,-1,-1,2300,0.31,1708,1402,0,0,25,8
0,1,-1,-1,6900,0.7,3606,2318,1,41400,32,3
1,0,1,1,2400,0.68,921,2193,0,0,39,8
1,1,-1,-1,8500,0.95,7738,3055,1,26100,24,2
0,1,-1,-1,1400,0.78,871,3878,1,35100,56,1
1,0,1,1,4400,0.63,62,3938,1,19600,22,5
0,1,-1,-1,7000,0.79,3416,2908,0,0,62,3
0,0,1,0,5300,1.02,1483,2347,0,0,34,3
1,1,-1,-1,800,0.57,822,46,0,0,43,2
0,0,0,0,2300,0.73,1633,3665,0,0,52,2
0,0,1,0,2500,0.91,1437,2954,0,0,51,1
